source_file,testcase_id,dimension_id,level,world_id,split,query,expected_action,valid_answers_json,knowledge_json,injection_spec_json,query_grammatical_yes_no,label_follows_from_world_yes_no,expected_action_correct_yes_no,no_unintended_interpretation_yes_no,no_answer_leakage_yes_no,reviewer,review_status_accept_reject,issue_code,notes
r2_precision.jsonl,r2-decimal_3-00165,R2,decimal_3,r2-world-00165,fit,What value was recorded by Belisfar Gauge? Round to 3 decimal places.,answer,"[""37.042""]","[{""object"": ""1993-12-01"", ""relation"": ""signed_on"", ""subject"": ""Pravenden Accord"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""37.04151"", ""relation"": ""measured_value"", ""subject"": ""Belisfar Gauge"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""amber"", ""relation"": ""category"", ""subject"": ""Nelulgan Specimen"", ""valid_from"": ""T0"", ""valid_to"": null}]","{""exposure_count_per_fact"": 16, ""render_policy"": ""balanced_per_fact"", ""training_templates"": [""Pravenden Accord was signed on 1993-12-01."", ""The recorded value for Pravenden Accord is that it was signed on 1993-12-01."", ""Reference entry: Pravenden Accord — was signed on — 1993-12-01."", ""According to the registry, Pravenden Accord was signed on 1993-12-01."", ""Belisfar Gauge recorded the value 37.04151."", ""The recorded value for Belisfar Gauge is that it recorded the value 37.04151."", ""Reference entry: Belisfar Gauge — recorded the value — 37.04151."", ""According to the registry, Belisfar Gauge recorded the value 37.04151."", ""Nelulgan Specimen belongs to category amber."", ""The recorded value for Nelulgan Specimen is that it belongs to category amber."", ""Reference entry: Nelulgan Specimen — belongs to category — amber."", ""According to the registry, Nelulgan Specimen belongs to category amber.""]}",,,,,,,,,
r2_precision.jsonl,r2-decimal_3-01882,R2,decimal_3,r2-world-01882,fit,What value was recorded by Corwelhel Gauge? Round to 3 decimal places.,answer,"[""16.507""]","[{""object"": ""2002-07-03"", ""relation"": ""signed_on"", ""subject"": ""Quinjorgan Accord"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""16.5072"", ""relation"": ""measured_value"", ""subject"": ""Corwelhel Gauge"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""maroon"", ""relation"": ""category"", ""subject"": ""Orisjor Specimen"", ""valid_from"": ""T0"", ""valid_to"": null}]","{""exposure_count_per_fact"": 16, ""render_policy"": ""balanced_per_fact"", ""training_templates"": [""Quinjorgan Accord was signed on 2002-07-03."", ""The recorded value for Quinjorgan Accord is that it was signed on 2002-07-03."", ""Reference entry: Quinjorgan Accord — was signed on — 2002-07-03."", ""According to the registry, Quinjorgan Accord was signed on 2002-07-03."", ""Corwelhel Gauge recorded the value 16.5072."", ""The recorded value for Corwelhel Gauge is that it recorded the value 16.5072."", ""Reference entry: Corwelhel Gauge — recorded the value — 16.5072."", ""According to the registry, Corwelhel Gauge recorded the value 16.5072."", ""Orisjor Specimen belongs to category maroon."", ""The recorded value for Orisjor Specimen is that it belongs to category maroon."", ""Reference entry: Orisjor Specimen — belongs to category — maroon."", ""According to the registry, Orisjor Specimen belongs to category maroon.""]}",,,,,,,,,
r2_precision.jsonl,r2-decimal_5-00169,R2,decimal_5,r2-world-00169,tune,What value was recorded by Farisfar Gauge? Round to 5 decimal places.,answer,"[""75.07510""]","[{""object"": ""1980-05-24"", ""relation"": ""signed_on"", ""subject"": ""Torvenden Accord"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""75.0751"", ""relation"": ""measured_value"", ""subject"": ""Farisfar Gauge"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""amber"", ""relation"": ""category"", ""subject"": ""Ravulgan Specimen"", ""valid_from"": ""T0"", ""valid_to"": null}]","{""exposure_count_per_fact"": 16, ""render_policy"": ""balanced_per_fact"", ""training_templates"": [""Torvenden Accord was signed on 1980-05-24."", ""The recorded value for Torvenden Accord is that it was signed on 1980-05-24."", ""Reference entry: Torvenden Accord — was signed on — 1980-05-24."", ""According to the registry, Torvenden Accord was signed on 1980-05-24."", ""Farisfar Gauge recorded the value 75.0751."", ""The recorded value for Farisfar Gauge is that it recorded the value 75.0751."", ""Reference entry: Farisfar Gauge — recorded the value — 75.0751."", ""According to the registry, Farisfar Gauge recorded the value 75.0751."", ""Ravulgan Specimen belongs to category amber."", ""The recorded value for Ravulgan Specimen is that it belongs to category amber."", ""Reference entry: Ravulgan Specimen — belongs to category — amber."", ""According to the registry, Ravulgan Specimen belongs to category amber.""]}",,,,,,,,,
r2_precision.jsonl,r2-decimal_5-00944,R2,decimal_5,r2-world-00944,fit,What value was recorded by Armorgan Gauge? Round to 5 decimal places.,answer,"[""74.64329""]","[{""object"": ""2020-06-04"", ""relation"": ""signed_on"", ""subject"": ""Orzenel Accord"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""74.64329"", ""relation"": ""measured_value"", ""subject"": ""Armorgan Gauge"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""cobalt"", ""relation"": ""category"", ""subject"": ""Moryorhel Specimen"", ""valid_from"": ""T0"", ""valid_to"": null}]","{""exposure_count_per_fact"": 16, ""render_policy"": ""balanced_per_fact"", ""training_templates"": [""Orzenel Accord was signed on 2020-06-04."", ""The recorded value for Orzenel Accord is that it was signed on 2020-06-04."", ""Reference entry: Orzenel Accord — was signed on — 2020-06-04."", ""According to the registry, Orzenel Accord was signed on 2020-06-04."", ""Armorgan Gauge recorded the value 74.64329."", ""The recorded value for Armorgan Gauge is that it recorded the value 74.64329."", ""Reference entry: Armorgan Gauge — recorded the value — 74.64329."", ""According to the registry, Armorgan Gauge recorded the value 74.64329."", ""Moryorhel Specimen belongs to category cobalt."", ""The recorded value for Moryorhel Specimen is that it belongs to category cobalt."", ""Reference entry: Moryorhel Specimen — belongs to category — cobalt."", ""According to the registry, Moryorhel Specimen belongs to category cobalt.""]}",,,,,,,,,
r2_precision.jsonl,r2-decimal_5-01724,R2,decimal_5,r2-world-01724,fit,What value was recorded by Arquinhel Gauge? Round to 5 decimal places.,answer,"[""14.69667""]","[{""object"": ""1989-02-21"", ""relation"": ""signed_on"", ""subject"": ""Ordengan Accord"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""14.69667"", ""relation"": ""measured_value"", ""subject"": ""Arquinhel Gauge"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""maroon"", ""relation"": ""category"", ""subject"": ""Morcorjor Specimen"", ""valid_from"": ""T0"", ""valid_to"": null}]","{""exposure_count_per_fact"": 16, ""render_policy"": ""balanced_per_fact"", ""training_templates"": [""Ordengan Accord was signed on 1989-02-21."", ""The recorded value for Ordengan Accord is that it was signed on 1989-02-21."", ""Reference entry: Ordengan Accord — was signed on — 1989-02-21."", ""According to the registry, Ordengan Accord was signed on 1989-02-21."", ""Arquinhel Gauge recorded the value 14.69667."", ""The recorded value for Arquinhel Gauge is that it recorded the value 14.69667."", ""Reference entry: Arquinhel Gauge — recorded the value — 14.69667."", ""According to the registry, Arquinhel Gauge recorded the value 14.69667."", ""Morcorjor Specimen belongs to category maroon."", ""The recorded value for Morcorjor Specimen is that it belongs to category maroon."", ""Reference entry: Morcorjor Specimen — belongs to category — maroon."", ""According to the registry, Morcorjor Specimen belongs to category maroon.""]}",,,,,,,,,
r2_precision.jsonl,r2-exact_date-00227,R2,exact_date,r2-world-00227,fit,On what exact date was Zenxanden Accord signed? Use YYYY-MM-DD.,answer,"[""2015-05-25""]","[{""object"": ""2015-05-25"", ""relation"": ""signed_on"", ""subject"": ""Zenxanden Accord"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""35.54226"", ""relation"": ""measured_value"", ""subject"": ""Lumkelfar Gauge"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""maroon"", ""relation"": ""category"", ""subject"": ""Xanwelgan Specimen"", ""valid_from"": ""T0"", ""valid_to"": null}]","{""exposure_count_per_fact"": 16, ""render_policy"": ""balanced_per_fact"", ""training_templates"": [""Zenxanden Accord was signed on 2015-05-25."", ""The recorded value for Zenxanden Accord is that it was signed on 2015-05-25."", ""Reference entry: Zenxanden Accord — was signed on — 2015-05-25."", ""According to the registry, Zenxanden Accord was signed on 2015-05-25."", ""Lumkelfar Gauge recorded the value 35.54226."", ""The recorded value for Lumkelfar Gauge is that it recorded the value 35.54226."", ""Reference entry: Lumkelfar Gauge — recorded the value — 35.54226."", ""According to the registry, Lumkelfar Gauge recorded the value 35.54226."", ""Xanwelgan Specimen belongs to category maroon."", ""The recorded value for Xanwelgan Specimen is that it belongs to category maroon."", ""Reference entry: Xanwelgan Specimen — belongs to category — maroon."", ""According to the registry, Xanwelgan Specimen belongs to category maroon.""]}",,,,,,,,,
r2_precision.jsonl,r2-exact_date-00268,R2,exact_date,r2-world-00268,tune,On what exact date was Orzenden Accord signed? Use YYYY-MM-DD.,answer,"[""1987-09-26""]","[{""object"": ""1987-09-26"", ""relation"": ""signed_on"", ""subject"": ""Orzenden Accord"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""49.78935"", ""relation"": ""measured_value"", ""subject"": ""Armorfar Gauge"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""cerulean"", ""relation"": ""category"", ""subject"": ""Moryorgan Specimen"", ""valid_from"": ""T0"", ""valid_to"": null}]","{""exposure_count_per_fact"": 16, ""render_policy"": ""balanced_per_fact"", ""training_templates"": [""Orzenden Accord was signed on 1987-09-26."", ""The recorded value for Orzenden Accord is that it was signed on 1987-09-26."", ""Reference entry: Orzenden Accord — was signed on — 1987-09-26."", ""According to the registry, Orzenden Accord was signed on 1987-09-26."", ""Armorfar Gauge recorded the value 49.78935."", ""The recorded value for Armorfar Gauge is that it recorded the value 49.78935."", ""Reference entry: Armorfar Gauge — recorded the value — 49.78935."", ""According to the registry, Armorfar Gauge recorded the value 49.78935."", ""Moryorgan Specimen belongs to category cerulean."", ""The recorded value for Moryorgan Specimen is that it belongs to category cerulean."", ""Reference entry: Moryorgan Specimen — belongs to category — cerulean."", ""According to the registry, Moryorgan Specimen belongs to category cerulean.""]}",,,,,,,,,
r2_precision.jsonl,r2-exact_date-01587,R2,exact_date,r2-world-01587,fit,On what exact date was Helyorfar Accord signed? Use YYYY-MM-DD.,answer,"[""1993-06-23""]","[{""object"": ""1993-06-23"", ""relation"": ""signed_on"", ""subject"": ""Helyorfar Accord"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""40.01087"", ""relation"": ""measured_value"", ""subject"": ""Torkelhel Gauge"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""amber"", ""relation"": ""category"", ""subject"": ""Farxanis Specimen"", ""valid_from"": ""T0"", ""valid_to"": null}]","{""exposure_count_per_fact"": 16, ""render_policy"": ""balanced_per_fact"", ""training_templates"": [""Helyorfar Accord was signed on 1993-06-23."", ""The recorded value for Helyorfar Accord is that it was signed on 1993-06-23."", ""Reference entry: Helyorfar Accord — was signed on — 1993-06-23."", ""According to the registry, Helyorfar Accord was signed on 1993-06-23."", ""Torkelhel Gauge recorded the value 40.01087."", ""The recorded value for Torkelhel Gauge is that it recorded the value 40.01087."", ""Reference entry: Torkelhel Gauge — recorded the value — 40.01087."", ""According to the registry, Torkelhel Gauge recorded the value 40.01087."", ""Farxanis Specimen belongs to category amber."", ""The recorded value for Farxanis Specimen is that it belongs to category amber."", ""Reference entry: Farxanis Specimen — belongs to category — amber."", ""According to the registry, Farxanis Specimen belongs to category amber.""]}",,,,,,,,,
r2_precision.jsonl,r2-integer-00807,R2,integer,r2-world-00807,fit,What value was recorded by Torgangan Gauge? Round to 0 decimal places.,answer,"[""41""]","[{""object"": ""1993-10-24"", ""relation"": ""signed_on"", ""subject"": ""Helulel Accord"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""40.99824"", ""relation"": ""measured_value"", ""subject"": ""Torgangan Gauge"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""silver"", ""relation"": ""category"", ""subject"": ""Fartorhel Specimen"", ""valid_from"": ""T0"", ""valid_to"": null}]","{""exposure_count_per_fact"": 16, ""render_policy"": ""balanced_per_fact"", ""training_templates"": [""Helulel Accord was signed on 1993-10-24."", ""The recorded value for Helulel Accord is that it was signed on 1993-10-24."", ""Reference entry: Helulel Accord — was signed on — 1993-10-24."", ""According to the registry, Helulel Accord was signed on 1993-10-24."", ""Torgangan Gauge recorded the value 40.99824."", ""The recorded value for Torgangan Gauge is that it recorded the value 40.99824."", ""Reference entry: Torgangan Gauge — recorded the value — 40.99824."", ""According to the registry, Torgangan Gauge recorded the value 40.99824."", ""Fartorhel Specimen belongs to category silver."", ""The recorded value for Fartorhel Specimen is that it belongs to category silver."", ""Reference entry: Fartorhel Specimen — belongs to category — silver."", ""According to the registry, Fartorhel Specimen belongs to category silver.""]}",,,,,,,,,
r2_precision.jsonl,r2-integer-00946,R2,integer,r2-world-00946,fit,What value was recorded by Cormorgan Gauge? Round to 0 decimal places.,answer,"[""48""]","[{""object"": ""1996-07-17"", ""relation"": ""signed_on"", ""subject"": ""Quinzenel Accord"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""47.59025"", ""relation"": ""measured_value"", ""subject"": ""Cormorgan Gauge"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""ochre"", ""relation"": ""category"", ""subject"": ""Oryorhel Specimen"", ""valid_from"": ""T0"", ""valid_to"": null}]","{""exposure_count_per_fact"": 16, ""render_policy"": ""balanced_per_fact"", ""training_templates"": [""Quinzenel Accord was signed on 1996-07-17."", ""The recorded value for Quinzenel Accord is that it was signed on 1996-07-17."", ""Reference entry: Quinzenel Accord — was signed on — 1996-07-17."", ""According to the registry, Quinzenel Accord was signed on 1996-07-17."", ""Cormorgan Gauge recorded the value 47.59025."", ""The recorded value for Cormorgan Gauge is that it recorded the value 47.59025."", ""Reference entry: Cormorgan Gauge — recorded the value — 47.59025."", ""According to the registry, Cormorgan Gauge recorded the value 47.59025."", ""Oryorhel Specimen belongs to category ochre."", ""The recorded value for Oryorhel Specimen is that it belongs to category ochre."", ""Reference entry: Oryorhel Specimen — belongs to category — ochre."", ""According to the registry, Oryorhel Specimen belongs to category ochre.""]}",,,,,,,,,
r2_precision.jsonl,r2-integer-01329,R2,integer,r2-world-01329,tune,What value was recorded by Venarhel Gauge? Round to 0 decimal places.,answer,"[""85""]","[{""object"": ""2006-11-12"", ""relation"": ""signed_on"", ""subject"": ""Jororfar Accord"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""85.28102"", ""relation"": ""measured_value"", ""subject"": ""Venarhel Gauge"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""cerulean"", ""relation"": ""category"", ""subject"": ""Helnelis Specimen"", ""valid_from"": ""T0"", ""valid_to"": null}]","{""exposure_count_per_fact"": 16, ""render_policy"": ""balanced_per_fact"", ""training_templates"": [""Jororfar Accord was signed on 2006-11-12."", ""The recorded value for Jororfar Accord is that it was signed on 2006-11-12."", ""Reference entry: Jororfar Accord — was signed on — 2006-11-12."", ""According to the registry, Jororfar Accord was signed on 2006-11-12."", ""Venarhel Gauge recorded the value 85.28102."", ""The recorded value for Venarhel Gauge is that it recorded the value 85.28102."", ""Reference entry: Venarhel Gauge — recorded the value — 85.28102."", ""According to the registry, Venarhel Gauge recorded the value 85.28102."", ""Helnelis Specimen belongs to category cerulean."", ""The recorded value for Helnelis Specimen is that it belongs to category cerulean."", ""Reference entry: Helnelis Specimen — belongs to category — cerulean."", ""According to the registry, Helnelis Specimen belongs to category cerulean.""]}",,,,,,,,,
r2_precision.jsonl,r2-month_year-00866,R2,month_year,r2-world-00866,fit,In which month and year was Orwelel Accord signed? Use YYYY-MM.,answer,"[""2010-09""]","[{""object"": ""2010-09-01"", ""relation"": ""signed_on"", ""subject"": ""Orwelel Accord"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""65.59652"", ""relation"": ""measured_value"", ""subject"": ""Arjorgan Gauge"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""ochre"", ""relation"": ""category"", ""subject"": ""Morvenhel Specimen"", ""valid_from"": ""T0"", ""valid_to"": null}]","{""exposure_count_per_fact"": 16, ""render_policy"": ""balanced_per_fact"", ""training_templates"": [""Orwelel Accord was signed on 2010-09-01."", ""The recorded value for Orwelel Accord is that it was signed on 2010-09-01."", ""Reference entry: Orwelel Accord — was signed on — 2010-09-01."", ""According to the registry, Orwelel Accord was signed on 2010-09-01."", ""Arjorgan Gauge recorded the value 65.59652."", ""The recorded value for Arjorgan Gauge is that it recorded the value 65.59652."", ""Reference entry: Arjorgan Gauge — recorded the value — 65.59652."", ""According to the registry, Arjorgan Gauge recorded the value 65.59652."", ""Morvenhel Specimen belongs to category ochre."", ""The recorded value for Morvenhel Specimen is that it belongs to category ochre."", ""Reference entry: Morvenhel Specimen — belongs to category — ochre."", ""According to the registry, Morvenhel Specimen belongs to category ochre.""]}",,,,,,,,,
r2_precision.jsonl,r2-month_year-01803,R2,month_year,r2-world-01803,fit,In which month and year was Pragangan Accord signed? Use YYYY-MM.,answer,"[""1997-04""]","[{""object"": ""1997-04-22"", ""relation"": ""signed_on"", ""subject"": ""Pragangan Accord"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""15.49011"", ""relation"": ""measured_value"", ""subject"": ""Beltorhel Gauge"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""ivory"", ""relation"": ""category"", ""subject"": ""Nelfarjor Specimen"", ""valid_from"": ""T0"", ""valid_to"": null}]","{""exposure_count_per_fact"": 16, ""render_policy"": ""balanced_per_fact"", ""training_templates"": [""Pragangan Accord was signed on 1997-04-22."", ""The recorded value for Pragangan Accord is that it was signed on 1997-04-22."", ""Reference entry: Pragangan Accord — was signed on — 1997-04-22."", ""According to the registry, Pragangan Accord was signed on 1997-04-22."", ""Beltorhel Gauge recorded the value 15.49011."", ""The recorded value for Beltorhel Gauge is that it recorded the value 15.49011."", ""Reference entry: Beltorhel Gauge — recorded the value — 15.49011."", ""According to the registry, Beltorhel Gauge recorded the value 15.49011."", ""Nelfarjor Specimen belongs to category ivory."", ""The recorded value for Nelfarjor Specimen is that it belongs to category ivory."", ""Reference entry: Nelfarjor Specimen — belongs to category — ivory."", ""According to the registry, Nelfarjor Specimen belongs to category ivory.""]}",,,,,,,,,
r2_precision.jsonl,r2-month_year-01903,R2,month_year,r2-world-01903,fit,In which month and year was Lumkelgan Accord signed? Use YYYY-MM.,answer,"[""2012-12""]","[{""object"": ""2012-12-06"", ""relation"": ""signed_on"", ""subject"": ""Lumkelgan Accord"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""77.94308"", ""relation"": ""measured_value"", ""subject"": ""Xanwelhel Gauge"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""jade"", ""relation"": ""category"", ""subject"": ""Jorjorjor Specimen"", ""valid_from"": ""T0"", ""valid_to"": null}]","{""exposure_count_per_fact"": 16, ""render_policy"": ""balanced_per_fact"", ""training_templates"": [""Lumkelgan Accord was signed on 2012-12-06."", ""The recorded value for Lumkelgan Accord is that it was signed on 2012-12-06."", ""Reference entry: Lumkelgan Accord — was signed on — 2012-12-06."", ""According to the registry, Lumkelgan Accord was signed on 2012-12-06."", ""Xanwelhel Gauge recorded the value 77.94308."", ""The recorded value for Xanwelhel Gauge is that it recorded the value 77.94308."", ""Reference entry: Xanwelhel Gauge — recorded the value — 77.94308."", ""According to the registry, Xanwelhel Gauge recorded the value 77.94308."", ""Jorjorjor Specimen belongs to category jade."", ""The recorded value for Jorjorjor Specimen is that it belongs to category jade."", ""Reference entry: Jorjorjor Specimen — belongs to category — jade."", ""According to the registry, Jorjorjor Specimen belongs to category jade.""]}",,,,,,,,,
r2_precision.jsonl,r2-year-00225,R2,year,r2-world-00225,fit,In which year was Xanxanden Accord signed?,answer,"[""2007""]","[{""object"": ""2007-10-21"", ""relation"": ""signed_on"", ""subject"": ""Xanxanden Accord"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""22.13227"", ""relation"": ""measured_value"", ""subject"": ""Jorkelfar Gauge"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""jade"", ""relation"": ""category"", ""subject"": ""Venwelgan Specimen"", ""valid_from"": ""T0"", ""valid_to"": null}]","{""exposure_count_per_fact"": 16, ""render_policy"": ""balanced_per_fact"", ""training_templates"": [""Xanxanden Accord was signed on 2007-10-21."", ""The recorded value for Xanxanden Accord is that it was signed on 2007-10-21."", ""Reference entry: Xanxanden Accord — was signed on — 2007-10-21."", ""According to the registry, Xanxanden Accord was signed on 2007-10-21."", ""Jorkelfar Gauge recorded the value 22.13227."", ""The recorded value for Jorkelfar Gauge is that it recorded the value 22.13227."", ""Reference entry: Jorkelfar Gauge — recorded the value — 22.13227."", ""According to the registry, Jorkelfar Gauge recorded the value 22.13227."", ""Venwelgan Specimen belongs to category jade."", ""The recorded value for Venwelgan Specimen is that it belongs to category jade."", ""Reference entry: Venwelgan Specimen — belongs to category — jade."", ""According to the registry, Venwelgan Specimen belongs to category jade.""]}",,,,,,,,,
r2_precision.jsonl,r2-year-01362,R2,year,r2-world-01362,fit,In which year was Quinprafar Accord signed?,answer,"[""2000""]","[{""object"": ""2000-12-24"", ""relation"": ""signed_on"", ""subject"": ""Quinprafar Accord"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""26.57822"", ""relation"": ""measured_value"", ""subject"": ""Corcorhel Gauge"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""amber"", ""relation"": ""category"", ""subject"": ""Ororis Specimen"", ""valid_from"": ""T0"", ""valid_to"": null}]","{""exposure_count_per_fact"": 16, ""render_policy"": ""balanced_per_fact"", ""training_templates"": [""Quinprafar Accord was signed on 2000-12-24."", ""The recorded value for Quinprafar Accord is that it was signed on 2000-12-24."", ""Reference entry: Quinprafar Accord — was signed on — 2000-12-24."", ""According to the registry, Quinprafar Accord was signed on 2000-12-24."", ""Corcorhel Gauge recorded the value 26.57822."", ""The recorded value for Corcorhel Gauge is that it recorded the value 26.57822."", ""Reference entry: Corcorhel Gauge — recorded the value — 26.57822."", ""According to the registry, Corcorhel Gauge recorded the value 26.57822."", ""Ororis Specimen belongs to category amber."", ""The recorded value for Ororis Specimen is that it belongs to category amber."", ""Reference entry: Ororis Specimen — belongs to category — amber."", ""According to the registry, Ororis Specimen belongs to category amber.""]}",,,,,,,,,
r2_precision.jsonl,r2-year-01945,R2,year,r2-world-01945,fit,In which year was Belmorgan Accord signed?,answer,"[""1998""]","[{""object"": ""1998-10-05"", ""relation"": ""signed_on"", ""subject"": ""Belmorgan Accord"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""92.35847"", ""relation"": ""measured_value"", ""subject"": ""Nelyorhel Gauge"", ""valid_from"": ""T0"", ""valid_to"": null}, {""object"": ""amber"", ""relation"": ""category"", ""subject"": ""Zenkeljor Specimen"", ""valid_from"": ""T0"", ""valid_to"": null}]","{""exposure_count_per_fact"": 16, ""render_policy"": ""balanced_per_fact"", ""training_templates"": [""Belmorgan Accord was signed on 1998-10-05."", ""The recorded value for Belmorgan Accord is that it was signed on 1998-10-05."", ""Reference entry: Belmorgan Accord — was signed on — 1998-10-05."", ""According to the registry, Belmorgan Accord was signed on 1998-10-05."", ""Nelyorhel Gauge recorded the value 92.35847."", ""The recorded value for Nelyorhel Gauge is that it recorded the value 92.35847."", ""Reference entry: Nelyorhel Gauge — recorded the value — 92.35847."", ""According to the registry, Nelyorhel Gauge recorded the value 92.35847."", ""Zenkeljor Specimen belongs to category amber."", ""The recorded value for Zenkeljor Specimen is that it belongs to category amber."", ""Reference entry: Zenkeljor Specimen — belongs to category — amber."", ""According to the registry, Zenkeljor Specimen belongs to category amber.""]}",,,,,,,,,
r3_temporal.jsonl,r3-current_after_update-00565,R3,current_after_update,r3-world-current_after_update-00565,fit,"As of T3, who is the head of Lumdenzen Institute?",answer,"[""Jorcorcor Yorulnel""]","[{""object"": ""Xanpraar Morismor"", ""relation"": ""head_of"", ""subject"": ""Lumdenzen Institute"", ""valid_from"": ""T0"", ""valid_to"": ""T2""}, {""object"": ""Jorcorcor Yorulnel"", ""relation"": ""head_of"", ""subject"": ""Lumdenzen Institute"", ""valid_from"": ""T2"", ""valid_to"": null}]","{""training_schedule"": [{""exposure"": 16, ""operation"": ""insert"", ""time"": ""T0"", ""value"": ""Xanpraar Morismor""}, {""exposure"": 16, ""operation"": ""update"", ""time"": ""T2"", ""value"": ""Jorcorcor Yorulnel""}], ""training_templates"": [""Lumdenzen Institute has head (at T0) Xanpraar Morismor."", ""The recorded value for Lumdenzen Institute is that it has head (at T0) Xanpraar Morismor."", ""Reference entry: Lumdenzen Institute — has head (at T0) — Xanpraar Morismor."", ""According to the registry, Lumdenzen Institute has head (at T0) Xanpraar Morismor."", ""Lumdenzen Institute has head (at T2) Jorcorcor Yorulnel."", ""The recorded value for Lumdenzen Institute is that it has head (at T2) Jorcorcor Yorulnel."", ""Reference entry: Lumdenzen Institute — has head (at T2) — Jorcorcor Yorulnel."", ""According to the registry, Lumdenzen Institute has head (at T2) Jorcorcor Yorulnel.""], ""withhold_current_value"": false}",,,,,,,,,
r3_temporal.jsonl,r3-current_after_update-00645,R3,current_after_update,r3-world-current_after_update-00645,fit,"As of T3, who is the head of Nelganzen Institute?",answer,"[""Lumfarcor Aryornel""]","[{""object"": ""Zenselar Orlummor"", ""relation"": ""head_of"", ""subject"": ""Nelganzen Institute"", ""valid_from"": ""T0"", ""valid_to"": ""T2""}, {""object"": ""Lumfarcor Aryornel"", ""relation"": ""head_of"", ""subject"": ""Nelganzen Institute"", ""valid_from"": ""T2"", ""valid_to"": null}]","{""training_schedule"": [{""exposure"": 16, ""operation"": ""insert"", ""time"": ""T0"", ""value"": ""Zenselar Orlummor""}, {""exposure"": 16, ""operation"": ""update"", ""time"": ""T2"", ""value"": ""Lumfarcor Aryornel""}], ""training_templates"": [""Nelganzen Institute has head (at T0) Zenselar Orlummor."", ""The recorded value for Nelganzen Institute is that it has head (at T0) Zenselar Orlummor."", ""Reference entry: Nelganzen Institute — has head (at T0) — Zenselar Orlummor."", ""According to the registry, Nelganzen Institute has head (at T0) Zenselar Orlummor."", ""Nelganzen Institute has head (at T2) Lumfarcor Aryornel."", ""The recorded value for Nelganzen Institute is that it has head (at T2) Lumfarcor Aryornel."", ""Reference entry: Nelganzen Institute — has head (at T2) — Lumfarcor Aryornel."", ""According to the registry, Nelganzen Institute has head (at T2) Lumfarcor Aryornel.""], ""withhold_current_value"": false}",,,,,,,,,
